image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_04752.jpg,0.244949,0.032086,0.105126,0.198045,0.007028,0.336423,0.035343,0.041001
img_02993.jpg,0.004111,0.041701,0.149252,0.006969,0.001763,0.002062,0.003885,0.790257
img_02911.jpg,0.017377,0.133651,0.051833,0.316225,0.130741,0.294586,0.017263,0.038325
img_02006.jpg,0.240471,0.014095,0.113541,0.117838,0.020836,0.463094,0.010206,0.019919
img_04271.jpg,0.198223,0.000813,0.001422,0.004516,0.756900,0.034984,0.003122,0.000019
img_04629.jpg,0.901759,0.001374,0.002954,0.003505,0.046308,0.000856,0.005177,0.038068
img_04554.jpg,0.964503,0.005064,0.005422,0.007348,0.008057,0.004801,0.004040,0.000765
img_06756.jpg,0.945304,0.002780,0.011439,0.012926,0.007540,0.009443,0.002100,0.008468
img_04118.jpg,0.518401,0.017469,0.005184,0.007965,0.041200,0.361681,0.008550,0.039551
img_02573.jpg,0.131531,0.547310,0.042506,0.008648,0.122344,0.022002,0.041302,0.084357
img_05768.jpg,0.004859,0.012847,0.022114,0.003651,0.001363,0.004133,0.419519,0.531512
img_02916.jpg,0.793810,0.003097,0.018378,0.006047,0.133553,0.041582,0.002629,0.000904
img_03750.jpg,0.631633,0.027834,0.006689,0.012798,0.040712,0.236456,0.028184,0.015693
img_04503.jpg,0.000445,0.002237,0.001125,0.002365,0.979796,0.004088,0.009831,0.000113
img_06780.jpg,0.686820,0.020598,0.007815,0.007349,0.004541,0.043581,0.027605,0.201692
img_04482.jpg,0.960930,0.012733,0.002104,0.010451,0.000721,0.011315,0.000920,0.000827
img_03504.jpg,0.556967,0.011148,0.003600,0.005458,0.015739,0.369239,0.007320,0.030530
img_06099.jpg,0.395074,0.168161,0.030921,0.029363,0.339992,0.016679,0.015664,0.004146
img_06097.jpg,0.101733,0.023741,0.016936,0.024866,0.001946,0.018928,0.048119,0.763731
img_06101.jpg,0.000342,0.019018,0.304459,0.013660,0.000693,0.015276,0.009065,0.637488
img_00591.jpg,0.053204,0.018746,0.007052,0.003425,0.001376,0.024489,0.012068,0.879639
img_02565.jpg,0.714988,0.010574,0.006575,0.009054,0.020119,0.096334,0.032364,0.109993
img_03069.jpg,0.174005,0.015223,0.001369,0.005692,0.001988,0.015711,0.025535,0.760476
img_02400.jpg,0.936483,0.001155,0.026649,0.005662,0.007538,0.018735,0.001872,0.001905
img_04949.jpg,0.236968,0.212826,0.023752,0.028199,0.001471,0.174809,0.088888,0.233087
img_02384.jpg,0.297431,0.032158,0.023097,0.018842,0.019692,0.175555,0.190397,0.242829
img_07371.jpg,0.002545,0.013478,0.039063,0.005372,0.000748,0.001489,0.002008,0.935296
img_00533.jpg,0.714462,0.010864,0.014821,0.026552,0.004288,0.056359,0.018535,0.154119
img_04856.jpg,0.892341,0.011932,0.012786,0.015772,0.020195,0.025803,0.004307,0.016863
img_05147.jpg,0.077820,0.060963,0.048536,0.275354,0.002780,0.037684,0.026318,0.470546
img_02709.jpg,0.974084,0.002254,0.005276,0.006304,0.000350,0.003905,0.001293,0.006533
img_01862.jpg,0.783855,0.004736,0.013845,0.007866,0.034948,0.145339,0.004098,0.005313
img_03869.jpg,0.983587,0.000449,0.002334,0.001577,0.008908,0.000712,0.001279,0.001155
img_03867.jpg,0.014209,0.023543,0.005864,0.006519,0.862912,0.071593,0.015212,0.000148
img_05078.jpg,0.068521,0.056543,0.196388,0.012955,0.018133,0.201927,0.007555,0.437979
img_03602.jpg,0.032386,0.008913,0.007362,0.005222,0.138952,0.761749,0.030476,0.014940
img_00964.jpg,0.004274,0.194142,0.281899,0.004897,0.001486,0.006369,0.004917,0.502015
img_02356.jpg,0.020841,0.010631,0.003396,0.002263,0.002118,0.000641,0.021424,0.938685
img_04382.jpg,0.001080,0.030616,0.135304,0.008346,0.000716,0.003902,0.005966,0.814071
img_03548.jpg,0.139679,0.016524,0.003944,0.013735,0.001501,0.015366,0.163646,0.645605
img_01405.jpg,0.978852,0.007914,0.000579,0.002425,0.001756,0.007247,0.000751,0.000476
img_06203.jpg,0.678641,0.059924,0.005800,0.011145,0.009249,0.066883,0.007441,0.160917
img_02865.jpg,0.000249,0.004357,0.003737,0.010361,0.959546,0.010258,0.009344,0.002148
img_04390.jpg,0.000696,0.023464,0.095899,0.009955,0.354544,0.010954,0.007786,0.496701
img_03945.jpg,0.173924,0.005396,0.005532,0.007252,0.079628,0.691953,0.020440,0.015874
img_06690.jpg,0.000537,0.027688,0.366570,0.031094,0.001834,0.015034,0.005375,0.551869
img_04130.jpg,0.915846,0.003619,0.004058,0.003662,0.067805,0.001161,0.001430,0.002418
img_04647.jpg,0.985359,0.002927,0.000538,0.001613,0.005308,0.001137,0.001447,0.001671
img_06851.jpg,0.031634,0.019109,0.003319,0.025377,0.001637,0.082701,0.421749,0.414475
img_06033.jpg,0.000004,0.079524,0.125050,0.007794,0.083132,0.007878,0.011428,0.685189
img_01983.jpg,0.948946,0.001380,0.002815,0.001494,0.005699,0.002753,0.000397,0.036515
img_00943.jpg,0.948357,0.002366,0.001663,0.000665,0.021505,0.000659,0.002406,0.022379
img_06207.jpg,0.406554,0.004047,0.043132,0.109939,0.064408,0.362272,0.005617,0.004030
img_01388.jpg,0.516622,0.016244,0.005452,0.006157,0.012710,0.419177,0.007015,0.016623
img_05960.jpg,0.026022,0.009653,0.023558,0.022997,0.001642,0.027767,0.190619,0.697743
img_07501.jpg,0.455862,0.029493,0.002771,0.004703,0.495762,0.002191,0.006177,0.003041
img_05393.jpg,0.061302,0.275242,0.017803,0.017640,0.001219,0.101848,0.046588,0.478358
img_07149.jpg,0.713804,0.018692,0.009733,0.030616,0.190724,0.005187,0.025340,0.005904
img_07156.jpg,0.729441,0.002629,0.005802,0.005649,0.083361,0.161036,0.010519,0.001563
img_01519.jpg,0.497371,0.060404,0.023234,0.025308,0.013062,0.281908,0.057071,0.041641
img_04757.jpg,0.977384,0.001447,0.000646,0.001128,0.002098,0.012776,0.001750,0.002771
img_04370.jpg,0.968050,0.004213,0.000744,0.001809,0.002159,0.014274,0.003280,0.005472
img_05378.jpg,0.900706,0.000478,0.003945,0.004263,0.076193,0.000905,0.005278,0.008232
img_06189.jpg,0.853064,0.024650,0.004919,0.004527,0.012792,0.070284,0.010253,0.019511
img_03831.jpg,0.000012,0.038004,0.036232,0.001760,0.002277,0.000529,0.001731,0.919455
img_06525.jpg,0.012027,0.012086,0.566975,0.023767,0.087198,0.285328,0.008669,0.003950
img_01188.jpg,0.031375,0.120545,0.030840,0.014305,0.028372,0.723734,0.009124,0.041704
img_04375.jpg,0.000448,0.000565,0.001445,0.001363,0.994095,0.000688,0.001121,0.000274
img_07187.jpg,0.930039,0.002411,0.003698,0.000935,0.010098,0.000171,0.001867,0.050781
img_07179.jpg,0.000118,0.000371,0.000724,0.000738,0.996815,0.000429,0.000778,0.000027
img_06521.jpg,0.656959,0.021834,0.012996,0.020100,0.006493,0.067642,0.049274,0.164702
img_02857.jpg,0.035785,0.237090,0.012436,0.030559,0.641855,0.024536,0.015963,0.001776
img_01853.jpg,0.029939,0.018007,0.007081,0.007822,0.001852,0.005993,0.029142,0.900164
img_01495.jpg,0.628825,0.040238,0.061175,0.012657,0.000346,0.011544,0.007640,0.237575
img_01249.jpg,0.159337,0.003307,0.246856,0.112660,0.416933,0.057812,0.002130,0.000965
img_07467.jpg,0.934487,0.015449,0.004653,0.005851,0.013704,0.001789,0.006650,0.017417
img_06986.jpg,0.961998,0.015378,0.010428,0.003994,0.001894,0.000693,0.002038,0.003578
img_04422.jpg,0.461024,0.376234,0.015006,0.008098,0.005972,0.018624,0.007823,0.107219
img_06832.jpg,0.722625,0.016370,0.050095,0.035514,0.036485,0.023379,0.013500,0.102033
img_02076.jpg,0.139341,0.240746,0.047984,0.017806,0.349157,0.015283,0.039705,0.149977
img_00598.jpg,0.533192,0.164804,0.049350,0.046016,0.013784,0.040639,0.057074,0.095141
img_06946.jpg,0.955490,0.008456,0.000680,0.003005,0.000519,0.015114,0.002600,0.014137
img_06147.jpg,0.584225,0.153887,0.013166,0.040170,0.029423,0.005469,0.042670,0.130990
img_02422.jpg,0.614539,0.027637,0.018603,0.018854,0.014214,0.101846,0.026994,0.177314
img_02834.jpg,0.375183,0.012617,0.020163,0.009523,0.004820,0.013265,0.111325,0.453104
img_00175.jpg,0.360274,0.005422,0.027112,0.086745,0.047542,0.460901,0.006590,0.005413
img_00007.jpg,0.383539,0.109441,0.182902,0.042669,0.004208,0.042869,0.016165,0.218208
img_06186.jpg,0.875421,0.013179,0.005772,0.009429,0.006596,0.076996,0.005863,0.006745
img_01681.jpg,0.001839,0.012765,0.037767,0.001085,0.040648,0.000480,0.015486,0.889930
img_04247.jpg,0.009433,0.006609,0.007989,0.017062,0.000721,0.000933,0.048483,0.908769
img_05766.jpg,0.624378,0.036790,0.004498,0.002484,0.000088,0.018714,0.006991,0.306057
img_02949.jpg,0.949759,0.000548,0.007474,0.001800,0.026808,0.012180,0.001153,0.000279
img_07160.jpg,0.001956,0.002849,0.009794,0.020323,0.940375,0.009003,0.015464,0.000238
img_00075.jpg,0.776826,0.017022,0.004051,0.007303,0.036168,0.145280,0.006540,0.006810
img_05210.jpg,0.854241,0.007324,0.009789,0.003637,0.098865,0.004591,0.008151,0.013401
img_00071.jpg,0.202895,0.008150,0.009848,0.418860,0.013498,0.306391,0.026229,0.014129
img_04425.jpg,0.487592,0.158408,0.007581,0.024952,0.000783,0.035213,0.007948,0.277522
img_00125.jpg,0.267369,0.212390,0.280768,0.034838,0.001297,0.012613,0.019951,0.170774
img_05953.jpg,0.191834,0.014832,0.131713,0.028164,0.021842,0.524919,0.040663,0.046034
img_07428.jpg,0.903010,0.008444,0.002999,0.015402,0.004363,0.037999,0.004830,0.022952
img_05640.jpg,0.886281,0.005403,0.001520,0.003783,0.022282,0.067801,0.011947,0.000981
img_07659.jpg,0.252492,0.030339,0.007133,0.053369,0.016277,0.315485,0.236221,0.088684
img_00138.jpg,0.906109,0.006734,0.021933,0.009995,0.037489,0.007665,0.004284,0.005791
img_06037.jpg,0.934220,0.000924,0.001450,0.002482,0.026310,0.002830,0.023605,0.008179
img_04013.jpg,0.286339,0.103031,0.045037,0.025785,0.005369,0.037654,0.007841,0.488944
img_05440.jpg,0.881304,0.006153,0.016609,0.014133,0.038811,0.038428,0.003980,0.000581
img_05222.jpg,0.765898,0.030970,0.040363,0.006383,0.118489,0.008781,0.016741,0.012374
img_06003.jpg,0.818545,0.094002,0.005226,0.039056,0.000599,0.022472,0.002357,0.017742
img_00128.jpg,0.000056,0.154429,0.350261,0.010014,0.002364,0.002832,0.010862,0.469181
img_00487.jpg,0.000008,0.004729,0.000835,0.009042,0.958862,0.001300,0.024896,0.000329
img_06469.jpg,0.700327,0.020258,0.007756,0.032499,0.008885,0.171438,0.014787,0.044050
img_06831.jpg,0.814258,0.016588,0.001740,0.003571,0.005341,0.001504,0.013719,0.143279
img_06860.jpg,0.029053,0.026551,0.026982,0.047303,0.781733,0.005694,0.051985,0.030699
img_01211.jpg,0.812731,0.040540,0.021593,0.024233,0.032043,0.007361,0.016515,0.044984
img_01724.jpg,0.872297,0.004276,0.011744,0.005962,0.027888,0.070894,0.003494,0.003446
img_06662.jpg,0.034048,0.002734,0.070956,0.012069,0.758552,0.109095,0.009508,0.003038
img_06909.jpg,0.914596,0.006452,0.002812,0.013265,0.006041,0.047795,0.003078,0.005960
img_02209.jpg,0.315768,0.006794,0.005406,0.008073,0.046134,0.573195,0.039135,0.005496
img_06806.jpg,0.221980,0.154929,0.095704,0.045704,0.003202,0.000627,0.016387,0.461467
img_01687.jpg,0.324932,0.005801,0.005292,0.001911,0.000345,0.006006,0.011948,0.643765
img_02124.jpg,0.151906,0.010245,0.004586,0.007494,0.071305,0.723745,0.020504,0.010214
img_02769.jpg,0.004856,0.071705,0.115877,0.009352,0.001640,0.003302,0.007161,0.786108
img_07553.jpg,0.289787,0.001546,0.002497,0.006510,0.583483,0.108424,0.007690,0.000064
img_03456.jpg,0.000079,0.010971,0.003494,0.008349,0.936292,0.024775,0.011405,0.004635
img_00764.jpg,0.000367,0.039176,0.067105,0.005564,0.257436,0.018294,0.004447,0.607610
img_03677.jpg,0.989887,0.002292,0.000544,0.000884,0.000065,0.001115,0.000675,0.004538
img_07213.jpg,0.416849,0.024902,0.123710,0.060336,0.063523,0.107642,0.046840,0.156199
img_05963.jpg,0.318214,0.040554,0.004805,0.020856,0.002811,0.124824,0.020606,0.467329
img_00730.jpg,0.006964,0.003858,0.000864,0.000795,0.000169,0.001169,0.005410,0.980770
img_05241.jpg,0.086372,0.011374,0.024718,0.249666,0.009979,0.601850,0.012223,0.003818
img_04603.jpg,0.829934,0.004691,0.015107,0.006129,0.043062,0.039834,0.001521,0.059721
img_06345.jpg,0.026045,0.001303,0.004495,0.001376,0.000657,0.002006,0.001109,0.963010
img_02119.jpg,0.954964,0.001714,0.020791,0.002656,0.002292,0.014302,0.001271,0.002009
img_02636.jpg,0.624756,0.098872,0.009444,0.018035,0.026711,0.005991,0.031792,0.184399
img_07120.jpg,0.096125,0.016535,0.004981,0.004621,0.007088,0.004078,0.053884,0.812687
img_04511.jpg,0.193658,0.003655,0.007187,0.016222,0.144385,0.612750,0.018953,0.003189
img_03324.jpg,0.026918,0.042188,0.095361,0.005323,0.000635,0.005612,0.007938,0.816026
img_05076.jpg,0.278948,0.008017,0.001748,0.005830,0.000695,0.007241,0.003209,0.694313
img_02648.jpg,0.002919,0.036861,0.222826,0.008603,0.002086,0.007449,0.006714,0.712542
img_03974.jpg,0.891679,0.015056,0.018197,0.004130,0.043924,0.009609,0.003818,0.013587
img_02560.jpg,0.025786,0.001196,0.002526,0.008528,0.943101,0.012998,0.005588,0.000277
img_05835.jpg,0.949833,0.001402,0.036103,0.001290,0.004762,0.004528,0.000368,0.001713
img_06812.jpg,0.965959,0.005746,0.001893,0.001502,0.010073,0.001297,0.000656,0.012875
img_00483.jpg,0.909685,0.004882,0.001218,0.001086,0.013736,0.000657,0.003173,0.065563
img_00723.jpg,0.392621,0.052715,0.026142,0.040460,0.422126,0.018214,0.033644,0.014079
img_00040.jpg,0.079040,0.019306,0.012292,0.035422,0.008687,0.163407,0.506950,0.174895
img_07578.jpg,0.000044,0.060708,0.074950,0.002779,0.000970,0.000483,0.003926,0.856140
img_07594.jpg,0.465021,0.003435,0.006417,0.001859,0.001191,0.003860,0.006223,0.511994
img_00518.jpg,0.987187,0.000231,0.000973,0.001597,0.005453,0.000795,0.002964,0.000800
img_05137.jpg,0.657562,0.020515,0.014858,0.012956,0.003492,0.146386,0.012146,0.132085
img_04479.jpg,0.872461,0.009000,0.008725,0.006006,0.006040,0.054272,0.025623,0.017873
img_00302.jpg,0.112998,0.041717,0.007091,0.048165,0.010153,0.245694,0.293084,0.241099
img_05948.jpg,0.431983,0.024608,0.006001,0.025943,0.020098,0.304145,0.172673,0.014550
img_01831.jpg,0.954869,0.001728,0.002009,0.002247,0.002613,0.005293,0.002082,0.029158
img_04221.jpg,0.996339,0.000581,0.000061,0.000273,0.000026,0.000946,0.000166,0.001608
img_05030.jpg,0.022297,0.029685,0.039823,0.019264,0.006230,0.066126,0.314366,0.502208
img_04476.jpg,0.599489,0.022617,0.040316,0.009231,0.056851,0.156053,0.040091,0.075353
img_05276.jpg,0.000037,0.003894,0.005015,0.008260,0.959486,0.009399,0.011051,0.002859
img_03490.jpg,0.157925,0.500230,0.049802,0.015808,0.106233,0.018348,0.088836,0.062819
img_04233.jpg,0.037810,0.230217,0.017062,0.058407,0.302417,0.260963,0.020812,0.072313
img_05438.jpg,0.759621,0.049853,0.006961,0.005816,0.014986,0.141133,0.017018,0.004612
img_02285.jpg,0.491523,0.000577,0.000979,0.002425,0.495795,0.001419,0.007188,0.000094
img_06522.jpg,0.818880,0.021419,0.001550,0.005637,0.000592,0.007678,0.012071,0.132172
img_07044.jpg,0.064349,0.058922,0.270117,0.081436,0.102489,0.009488,0.011504,0.401695
img_07050.jpg,0.074860,0.123240,0.114052,0.393448,0.007276,0.067052,0.035931,0.184142
img_07348.jpg,0.409424,0.031982,0.034477,0.049366,0.404153,0.016059,0.039969,0.014569
img_04766.jpg,0.932682,0.004214,0.006132,0.004375,0.003055,0.002777,0.019887,0.026878
img_01932.jpg,0.519430,0.018087,0.005447,0.036322,0.002252,0.115625,0.029307,0.273529
img_07045.jpg,0.927664,0.000494,0.001800,0.000625,0.030692,0.000469,0.001419,0.036837
img_05743.jpg,0.381335,0.006125,0.052277,0.098789,0.088355,0.364715,0.005427,0.002976
img_01377.jpg,0.097012,0.005386,0.136454,0.017382,0.668086,0.065202,0.006753,0.003725
img_04726.jpg,0.000034,0.002868,0.003502,0.005328,0.973150,0.007412,0.005086,0.002622
img_00575.jpg,0.077808,0.032121,0.047074,0.031799,0.059932,0.162000,0.330015,0.259251
img_02830.jpg,0.036270,0.056098,0.022681,0.028178,0.002526,0.055392,0.173970,0.624885
img_03886.jpg,0.902362,0.001807,0.005651,0.001301,0.000356,0.001430,0.002424,0.084669
img_00599.jpg,0.803840,0.016531,0.029909,0.009588,0.005300,0.026122,0.037799,0.070911
img_03941.jpg,0.908678,0.006551,0.012889,0.011300,0.011366,0.022626,0.005825,0.020764
img_00018.jpg,0.945099,0.027371,0.001549,0.004690,0.000463,0.005882,0.001851,0.013095
img_03169.jpg,0.000774,0.076500,0.613113,0.016568,0.006326,0.012033,0.003452,0.271234
img_07460.jpg,0.754848,0.036320,0.047212,0.026698,0.093296,0.023053,0.006428,0.012143
img_00760.jpg,0.497945,0.017232,0.011576,0.412589,0.007947,0.030370,0.013299,0.009042
img_01404.jpg,0.967252,0.006317,0.001985,0.015668,0.000740,0.005181,0.001026,0.001831
img_04461.jpg,0.983393,0.001154,0.001878,0.005199,0.000467,0.003932,0.001276,0.002701
img_00417.jpg,0.065189,0.004349,0.010924,0.003818,0.003912,0.003389,0.004589,0.903831
img_03239.jpg,0.003181,0.195333,0.023220,0.008489,0.036568,0.003919,0.692786,0.036504
img_07270.jpg,0.000708,0.029189,0.032897,0.023132,0.847118,0.031647,0.008138,0.027172
img_06211.jpg,0.586335,0.221374,0.026111,0.033419,0.001754,0.104517,0.022035,0.004455
img_01102.jpg,0.151235,0.259619,0.127610,0.022303,0.009396,0.003063,0.012700,0.414074
img_00757.jpg,0.891180,0.007357,0.039488,0.025997,0.002794,0.022118,0.006350,0.004717
img_03995.jpg,0.000024,0.018055,0.153372,0.005310,0.042146,0.007123,0.008566,0.765406
img_03014.jpg,0.000854,0.007324,0.006298,0.012132,0.942246,0.013201,0.014844,0.003100
img_04962.jpg,0.000830,0.061198,0.055948,0.004229,0.000837,0.001158,0.008707,0.867093
img_03715.jpg,0.394181,0.010052,0.004701,0.230987,0.056085,0.285657,0.016190,0.002147
img_04496.jpg,0.977814,0.000066,0.000043,0.000059,0.000032,0.000031,0.000173,0.021783
img_06684.jpg,0.986871,0.001922,0.000513,0.003294,0.000318,0.005138,0.000891,0.001053
img_07043.jpg,0.000002,0.021087,0.003239,0.005838,0.895303,0.000865,0.072355,0.001312
img_01716.jpg,0.000069,0.002217,0.002427,0.004912,0.965157,0.015269,0.009233,0.000716
img_06658.jpg,0.041727,0.069833,0.041530,0.072253,0.003695,0.127235,0.098107,0.545620
img_00664.jpg,0.987443,0.001952,0.000774,0.001124,0.003506,0.001295,0.000742,0.003164
img_03547.jpg,0.983600,0.003523,0.002102,0.004258,0.000881,0.004412,0.000539,0.000684
img_03080.jpg,0.971729,0.000818,0.000555,0.001702,0.008049,0.000822,0.001483,0.014842
img_06067.jpg,0.000360,0.333161,0.267967,0.005176,0.001303,0.001478,0.007370,0.383186
img_05433.jpg,0.958382,0.001509,0.001338,0.002767,0.004164,0.021934,0.002155,0.007752
img_05584.jpg,0.825997,0.017552,0.053091,0.009094,0.013759,0.063549,0.006202,0.010755
img_06021.jpg,0.000205,0.199195,0.221485,0.007057,0.002508,0.002888,0.006188,0.560473
img_07906.jpg,0.000867,0.015510,0.029494,0.001032,0.000119,0.001050,0.000943,0.950985
img_07417.jpg,0.000252,0.007937,0.002849,0.000785,0.000080,0.000213,0.001132,0.986752
img_00230.jpg,0.670780,0.140303,0.018624,0.007994,0.000194,0.002048,0.001725,0.158332
img_02749.jpg,0.945359,0.000741,0.010619,0.001960,0.005319,0.009314,0.001067,0.025622
img_01860.jpg,0.988210,0.001177,0.000764,0.000827,0.000804,0.003007,0.002016,0.003195
img_02574.jpg,0.292106,0.014557,0.012048,0.029086,0.304074,0.261498,0.082530,0.004100
img_00798.jpg,0.993011,0.000378,0.000109,0.000394,0.000260,0.003281,0.000347,0.002221
img_04272.jpg,0.758016,0.002307,0.001648,0.001761,0.002371,0.000718,0.002069,0.231109
img_01384.jpg,0.299420,0.027661,0.154368,0.054764,0.076772,0.177173,0.031397,0.178445
img_07574.jpg,0.564441,0.000699,0.005211,0.004308,0.409468,0.004680,0.010967,0.000226
img_07717.jpg,0.688189,0.050756,0.004506,0.013345,0.016612,0.212185,0.011805,0.002602
img_03871.jpg,0.150747,0.078569,0.032904,0.014369,0.036824,0.062950,0.026707,0.596930
img_00442.jpg,0.000024,0.003320,0.003164,0.000714,0.000021,0.000072,0.000608,0.992078
img_04323.jpg,0.070630,0.000494,0.000597,0.002794,0.896950,0.001828,0.026563,0.000142
img_00005.jpg,0.000392,0.000064,0.000649,0.000457,0.995108,0.002017,0.001256,0.000057
img_00030.jpg,0.334961,0.030877,0.081012,0.018276,0.274327,0.003660,0.172035,0.084853
img_03426.jpg,0.858832,0.005844,0.002927,0.008896,0.005157,0.001522,0.003299,0.113524
img_03055.jpg,0.989072,0.001084,0.000593,0.000569,0.000019,0.001022,0.000195,0.007445
img_00473.jpg,0.705786,0.002586,0.001908,0.001492,0.002603,0.001295,0.002857,0.281474
img_04145.jpg,0.950942,0.003646,0.000982,0.002600,0.002519,0.022392,0.005210,0.011709
img_02082.jpg,0.077203,0.001287,0.001691,0.004865,0.814068,0.003726,0.095904,0.001256
img_03866.jpg,0.790596,0.003369,0.001947,0.005133,0.007274,0.185241,0.005355,0.001086
img_05196.jpg,0.000369,0.000626,0.000678,0.000965,0.971989,0.022359,0.003011,0.000004
img_02188.jpg,0.350461,0.023995,0.037993,0.017610,0.002275,0.006530,0.137093,0.424042
img_03805.jpg,0.929496,0.024666,0.004570,0.005902,0.000161,0.001391,0.001542,0.032274
img_00974.jpg,0.936613,0.010674,0.000769,0.013186,0.000127,0.004792,0.001691,0.032149
img_05260.jpg,0.785407,0.007538,0.045183,0.008685,0.020685,0.115113,0.005383,0.012007
img_03674.jpg,0.002847,0.001083,0.003542,0.004803,0.972851,0.012038,0.002503,0.000333
img_05087.jpg,0.990210,0.004227,0.000496,0.000736,0.001719,0.000579,0.000553,0.001480
img_01325.jpg,0.005451,0.336791,0.027466,0.033413,0.558218,0.006094,0.025262,0.007304
img_01103.jpg,0.898478,0.020750,0.001859,0.001788,0.000173,0.004233,0.000915,0.071803
img_07448.jpg,0.958915,0.002288,0.010114,0.011951,0.004220,0.005832,0.003474,0.003206
img_00773.jpg,0.902129,0.003089,0.046161,0.005892,0.009949,0.029639,0.001555,0.001587
img_03195.jpg,0.891906,0.010727,0.001642,0.008037,0.001457,0.050302,0.000842,0.035087
img_02687.jpg,0.087598,0.043109,0.026723,0.018969,0.120565,0.072122,0.060979,0.569935
img_00102.jpg,0.479184,0.022499,0.017395,0.024588,0.007085,0.056945,0.066844,0.325460
img_01888.jpg,0.013006,0.135704,0.024376,0.019102,0.027880,0.748129,0.010351,0.021453
img_01490.jpg,0.000360,0.035014,0.041147,0.001441,0.000079,0.000683,0.001293,0.919984
img_05775.jpg,0.868334,0.007419,0.004598,0.021401,0.000954,0.079998,0.003849,0.013447
img_04126.jpg,0.661445,0.054151,0.011337,0.017550,0.209557,0.013081,0.012242,0.020637
img_01413.jpg,0.978858,0.000500,0.002189,0.002038,0.008460,0.003593,0.001139,0.003223
img_00620.jpg,0.803493,0.006835,0.032088,0.019049,0.057553,0.073060,0.002920,0.005002
img_00708.jpg,0.717995,0.016952,0.018000,0.008550,0.008165,0.119847,0.049241,0.061250
img_05471.jpg,0.257902,0.029306,0.015159,0.026944,0.005225,0.127220,0.098245,0.439999
img_04991.jpg,0.019092,0.028529,0.038557,0.012434,0.004102,0.860950,0.012553,0.023783
img_05211.jpg,0.502356,0.022963,0.010165,0.016995,0.003547,0.028721,0.081871,0.333382
img_01022.jpg,0.760686,0.017928,0.024532,0.023409,0.070676,0.006703,0.015686,0.080380
img_04061.jpg,0.208712,0.020205,0.011442,0.041044,0.006503,0.045627,0.043347,0.623120
img_04002.jpg,0.013594,0.118253,0.041254,0.015691,0.021493,0.749580,0.019901,0.020234
img_04888.jpg,0.960595,0.002232,0.001735,0.002072,0.001847,0.001454,0.001130,0.028936
img_02563.jpg,0.005300,0.004760,0.011521,0.005881,0.955851,0.010987,0.003093,0.002606
img_05156.jpg,0.623240,0.001409,0.013199,0.011615,0.153470,0.173281,0.007456,0.016330
img_02318.jpg,0.290612,0.026218,0.015868,0.012894,0.230744,0.109452,0.052471,0.261741
img_05838.jpg,0.739856,0.017561,0.009361,0.013949,0.028007,0.168376,0.010986,0.011903
img_03942.jpg,0.921587,0.010061,0.013699,0.009272,0.002891,0.037816,0.003454,0.001220
img_07508.jpg,0.207744,0.007798,0.016819,0.013935,0.069981,0.011735,0.193844,0.478144
img_04321.jpg,0.206384,0.002013,0.002339,0.000586,0.000072,0.000546,0.002503,0.785559
img_00959.jpg,0.965997,0.000529,0.000778,0.001579,0.028592,0.001399,0.000430,0.000695
img_07183.jpg,0.025099,0.264001,0.045970,0.047783,0.010436,0.061753,0.020958,0.524000
img_06899.jpg,0.150244,0.000885,0.001557,0.003956,0.755439,0.002752,0.084565,0.000602
img_01685.jpg,0.308558,0.026624,0.035052,0.014422,0.082848,0.062905,0.014723,0.454868
img_03475.jpg,0.263354,0.003814,0.007611,0.004635,0.708879,0.001072,0.008850,0.001786
img_05026.jpg,0.471180,0.029358,0.008402,0.008817,0.001264,0.019636,0.019032,0.442310
img_01511.jpg,0.537911,0.013557,0.120213,0.010796,0.089560,0.182475,0.037322,0.008166
img_07191.jpg,0.244158,0.059222,0.136117,0.066422,0.073263,0.134940,0.026869,0.259010
img_01237.jpg,0.056493,0.036153,0.024932,0.010680,0.696442,0.038485,0.062807,0.074009
img_01043.jpg,0.014106,0.008397,0.047604,0.026403,0.773801,0.108535,0.020858,0.000296
img_02194.jpg,0.647551,0.004914,0.002274,0.002380,0.336616,0.003669,0.001794,0.000804
img_02726.jpg,0.832112,0.007684,0.013490,0.005954,0.006560,0.003365,0.001109,0.129725
img_05236.jpg,0.328158,0.048683,0.015264,0.055565,0.022172,0.258433,0.195165,0.076558
img_00358.jpg,0.509575,0.014009,0.005933,0.018955,0.003542,0.044921,0.028239,0.374826
img_03166.jpg,0.137463,0.243659,0.064982,0.034883,0.365844,0.016126,0.094477,0.042566
img_01717.jpg,0.450091,0.030110,0.016797,0.026709,0.433358,0.012650,0.022165,0.008119
img_03220.jpg,0.938327,0.003045,0.000892,0.001541,0.034586,0.019027,0.002355,0.000228
img_07224.jpg,0.000134,0.000113,0.000682,0.000245,0.990656,0.007703,0.000394,0.000073
img_04921.jpg,0.608826,0.011575,0.020798,0.008029,0.016112,0.084757,0.094210,0.155694
img_00493.jpg,0.038410,0.001336,0.004139,0.022212,0.844999,0.057770,0.026506,0.004628
img_00109.jpg,0.980209,0.000849,0.005267,0.001302,0.001854,0.000847,0.000493,0.009180
img_00129.jpg,0.121690,0.049836,0.011520,0.039813,0.005831,0.097060,0.261525,0.412725
img_01031.jpg,0.796759,0.002211,0.013862,0.004399,0.122022,0.058624,0.001789,0.000334
